transaction_id,store,date,quantity,flavour,sales
G4T0I4T0Y4,The Arcade,2021/04/25,2,vanilla,3.18
G5J4N5V4S5,Evergreen Market,2021/04/25,1,pistachio,1.99
G5P6S5X6C5,Ice Cream Bazaar,2021/04/25,2,blueberry,3.98
H0X1H0M1H0,Main Street,2021/04/25,3,vanilla,4.77
H4Z8D4B8E4,Ice Cream Bazaar,2021/04/25,2,caramel,3.98
H6G6W6S6C6,Evergreen Market,2021/04/25,6,pistachio,11.94
H7D0C7S0R7,Main Street,2021/04/25,2,pistachio,3.98
H7D9M7J9L7,Evergreen Market,2021/04/25,3,blueberry,5.97
H8H9M8P9V8,Evergreen Market,2021/04/25,2,chocolate,3.98
I1J2J1F2Z1,Ice Cream Bazaar,2021/04/25,3,strawberry,4.77
I1N3U1F3W1,The Arcade,2021/04/25,3,chocolate,5.97
I4S6P4B6Z4,Ice Cream Bazaar,2021/04/25,1,blueberry,1.99
J4O4V4X4X4,The Arcade,2021/04/25,3,strawberry,4.77
J4Y5H4C5C4,The Arcade,2021/04/25,1,chocolate,1.99
J6R0J6I0K6,Ice Cream Bazaar,2021/04/25,6,vanilla,9.54
J7T0Y7F0T7,Evergreen Market,2021/04/25,4,vanilla,6.36
J8A2X8N2A8,Evergreen Market,2021/04/25,1,chocolate,1.99
K3N5I3C5X3,Ice Cream Bazaar,2021/04/25,4,pistachio,7.96
K5F5D5Q5I5,Ice Cream Bazaar,2021/04/25,1,caramel,1.99
K7L2M7K2W7,The Arcade,2021/04/25,3,caramel,5.97
L0Q1I0O1Q0,The Arcade,2021/04/25,4,pistachio,7.96
L2L3A2H3Z2,Ice Cream Bazaar,2021/04/25,1,blueberry,1.99
L6J9W6N9H6,Main Street,2021/04/25,4,vanilla,6.36
L9R6H9U6C9,Evergreen Market,2021/04/25,2,vanilla,3.18
L9Z4A9T4U9,The Arcade,2021/04/25,1,caramel,1.99
M5V5K5X5B5,Evergreen Market,2021/04/25,3,strawberry,4.77
N0E6V0G6T0,Ice Cream Bazaar,2021/04/25,2,vanilla,3.18
N0F3F0T3V0,Evergreen Market,2021/04/25,4,blueberry,7.96
N4Q8C4E8Y4,Ice Cream Bazaar,2021/04/25,1,chocolate,1.99
N9B8R9H8N9,Evergreen Market,2021/04/25,2,chocolate,3.98
N9V2R9R2G9,Ice Cream Bazaar,2021/04/25,3,vanilla,4.77
O2L7Y2X7N2,Ice Cream Bazaar,2021/04/25,1,chocolate,1.99
O7S2F7X2M7,Ice Cream Bazaar,2021/04/25,2,chocolate,3.98
P2D9H2J9N2,The Arcade,2021/04/25,4,pistachio,7.96
P2F8W2S8U2,The Arcade,2021/04/25,2,caramel,3.98
P2J8R2N8T2,Evergreen Market,2021/04/25,3,pistachio,5.97
P5R1Q5J1M5,The Arcade,2021/04/25,4,chocolate,7.96
P5S9D5F9X5,The Arcade,2021/04/25,5,blueberry,9.95
Q0O8I0F8D0,Ice Cream Bazaar,2021/04/25,5,chocolate,9.95
Q1G0K1N0X1,Main Street,2021/04/25,5,strawberry,7.95
Q4Y8C4X8C4,Main Street,2021/04/25,3,strawberry,4.77
Q5W2K5S2C5,Main Street,2021/04/25,4,vanilla,6.36
Q8B5D8X5K8,Main Street,2021/04/25,1,vanilla,1.59
R1P2Y1G2S1,Main Street,2021/04/25,1,pistachio,1.99
R2U5E2W5H2,The Arcade,2021/04/25,3,strawberry,4.77
R6B0Y6R0J6,Main Street,2021/04/25,2,chocolate,3.98
R7Y1I7Y1V7,The Arcade,2021/04/25,3,chocolate,5.97
S0M0A0J0K0,Evergreen Market,2021/04/25,4,strawberry,6.36
S1F7E1B7Q1,Main Street,2021/04/25,6,pistachio,11.94
S1M0D1D0U1,Ice Cream Bazaar,2021/04/25,2,caramel,3.98
S3H5E3P5V3,The Arcade,2021/04/25,2,strawberry,3.18
S3J5V3K5O3,Evergreen Market,2021/04/25,2,chocolate,3.98
S6U2U6N2M6,Ice Cream Bazaar,2021/04/25,5,caramel,9.95
S7W6M7O6E7,Evergreen Market,2021/04/25,4,pistachio,7.96
T9Y5Q9S5O9,Ice Cream Bazaar,2021/04/25,1,strawberry,1.59
U0C4P0W4D0,Ice Cream Bazaar,2021/04/25,1,chocolate,1.99
U0Q4M0K4S0,Main Street,2021/04/25,3,caramel,5.97
U2N8L2T8L2,Evergreen Market,2021/04/25,3,vanilla,4.77
U3A6P3X6X3,The Arcade,2021/04/25,3,pistachio,5.97
U6Z4Q6B4Z6,Evergreen Market,2021/04/25,3,strawberry,4.77
U6Z8P6R8M6,Ice Cream Bazaar,2021/04/25,3,vanilla,4.77
V5V5G5O5M5,The Arcade,2021/04/25,3,chocolate,5.97
V7Z7R7R7U7,Ice Cream Bazaar,2021/04/25,4,caramel,7.96
W0N1G0K1J0,Ice Cream Bazaar,2021/04/25,2,vanilla,3.18
W1L4M1S4L1,The Arcade,2021/04/25,2,pistachio,3.98
X5H7A5J7T5,The Arcade,2021/04/25,1,strawberry,1.59
X7Q0T7A0Z7,Main Street,2021/04/25,2,caramel,3.98
X8B5U8S5J8,Evergreen Market,2021/04/25,3,caramel,5.97
X8Z4C8F4J8,Main Street,2021/04/25,6,chocolate,11.94
Y3W6E3I6L3,Evergreen Market,2021/04/25,1,pistachio,1.99
Z6Y3K6T3S6,Evergreen Market,2021/04/25,3,caramel,5.97
A0R0R0U0H0,Main Street,2021/04/26,2,vanilla,3.18
A1D7F1L7G1,Evergreen Market,2021/04/26,1,blueberry,1.99
A7E1B7Q1Q7,The Arcade,2021/04/26,3,vanilla,4.77
B4P7B4Y7N4,Ice Cream Bazaar,2021/04/26,1,blueberry,1.99
B9O1A9O1H9,Evergreen Market,2021/04/26,3,caramel,5.97
C4V5E4C5X4,The Arcade,2021/04/26,3,strawberry,4.77
C8U5O8Q5F8,The Arcade,2021/04/26,3,pistachio,5.97
D5O0O5G0I5,Ice Cream Bazaar,2021/04/26,1,chocolate,1.99
D8X4C8J4B8,The Arcade,2021/04/26,4,caramel,7.96
E3I0L3O0A3,Main Street,2021/04/26,2,caramel,3.98
E4M0S4Y0Q4,Main Street,2021/04/26,2,strawberry,3.18
F9D8R9F8N9,Main Street,2021/04/26,4,pistachio,7.96
H6J7Q6O7X6,Ice Cream Bazaar,2021/04/26,2,vanilla,3.18
H7Y7H7Z7E7,The Arcade,2021/04/26,1,vanilla,1.59
H8A4C8Z4P8,Ice Cream Bazaar,2021/04/26,3,strawberry,4.77
H9E7G9G7W9,Evergreen Market,2021/04/26,2,chocolate,3.98
H9P5R9O5R9,Ice Cream Bazaar,2021/04/26,1,caramel,1.99
I0H4N0S4L0,Main Street,2021/04/26,3,vanilla,4.77
I7T9N7U9G7,Main Street,2021/04/26,2,strawberry,3.18
K1F8W1X8C1,The Arcade,2021/04/26,2,pistachio,3.98
K8M6L8D6Z8,Evergreen Market,2021/04/26,4,strawberry,6.36
M8K0H8U0Q8,Evergreen Market,2021/04/26,3,strawberry,4.77
M8L7K8Y7Y8,Evergreen Market,2021/04/26,4,chocolate,7.96
N2T5T2J5G2,Main Street,2021/04/26,4,caramel,7.96
N4H5G4C5T4,Ice Cream Bazaar,2021/04/26,1,strawberry,1.59
O2I1G2B1U2,Ice Cream Bazaar,2021/04/26,2,blueberry,3.98
O9B3L9I3O9,Evergreen Market,2021/04/26,4,strawberry,6.36
R6H5L6A5Q6,Evergreen Market,2021/04/26,3,vanilla,4.77
S0T1F0F1I0,The Arcade,2021/04/26,3,blueberry,5.97
S3S7O3K7U3,Ice Cream Bazaar,2021/04/26,2,strawberry,3.18
S4U6V4X6R4,Main Street,2021/04/26,2,chocolate,3.98
S4W2O4E2I4,Main Street,2021/04/26,3,blueberry,5.97
T2G1X2K1C2,Ice Cream Bazaar,2021/04/26,3,caramel,5.97
T8N3J8C3J8,Ice Cream Bazaar,2021/04/26,3,caramel,5.97
U5L9D5H9Z5,The Arcade,2021/04/26,3,vanilla,4.77
U8S7X8K7M8,Main Street,2021/04/26,4,strawberry,6.36
V0Y5U0B5X0,The Arcade,2021/04/26,2,pistachio,3.98
V3C9D3M9N3,Evergreen Market,2021/04/26,3,chocolate,5.97
W7Y3J7I3W7,Evergreen Market,2021/04/26,4,strawberry,6.36
X0O6P0O6E0,The Arcade,2021/04/26,3,vanilla,4.77
X8H5I8O5E8,Ice Cream Bazaar,2021/04/26,1,chocolate,1.99
Y5G4Y5L4N5,Evergreen Market,2021/04/26,1,vanilla,1.59
Y8H4U8F4V8,Evergreen Market,2021/04/26,4,blueberry,7.96
Z1M0U1A0H1,Evergreen Market,2021/04/26,1,chocolate,1.99
Z5P0E5O0R5,Ice Cream Bazaar,2021/04/26,2,vanilla,3.18
Z8C7N8W7C8,The Arcade,2021/04/26,4,caramel,7.96
A2S4G2T4Q2,Ice Cream Bazaar,2021/04/27,3,pistachio,5.97
A9G7B9Z7O9,The Arcade,2021/04/27,4,strawberry,6.36
B1E8C1A8C1,Ice Cream Bazaar,2021/04/27,1,caramel,1.99
B1J3P1U3B1,Evergreen Market,2021/04/27,3,strawberry,4.77
B8C4Q8V4B8,The Arcade,2021/04/27,4,chocolate,7.96
C0U0F0I0C0,Ice Cream Bazaar,2021/04/27,3,blueberry,5.97
C1J1J1J1C1,Ice Cream Bazaar,2021/04/27,3,vanilla,4.77
C2A1D2X1X2,Ice Cream Bazaar,2021/04/27,2,pistachio,3.98
C3J0S3U0S3,Evergreen Market,2021/04/27,3,pistachio,5.97
C8N8X8D8T8,Evergreen Market,2021/04/27,3,chocolate,5.97
D3F1B3V1Y3,The Arcade,2021/04/27,2,blueberry,3.98
D3U4X3B4I3,Main Street,2021/04/27,4,pistachio,7.96
E4N3Z4W3H4,Ice Cream Bazaar,2021/04/27,1,vanilla,1.59
F0D6L0S6V0,Ice Cream Bazaar,2021/04/27,4,pistachio,7.96
F3E4J3H4X3,Ice Cream Bazaar,2021/04/27,1,chocolate,1.99
F3N0J3R0X3,Main Street,2021/04/27,1,vanilla,1.59
F4X3B4M3F4,The Arcade,2021/04/27,4,pistachio,7.96
F5Z6E5B6F5,The Arcade,2021/04/27,2,strawberry,3.18
G7X0S7C0I7,Ice Cream Bazaar,2021/04/27,1,pistachio,1.99
G8J2A8Y2K8,Ice Cream Bazaar,2021/04/27,4,pistachio,7.96
H3Q5T3S5B3,The Arcade,2021/04/27,2,blueberry,3.98
H8G2Y8S2Z8,Main Street,2021/04/27,4,pistachio,7.96
I9E1T9C1O9,Evergreen Market,2021/04/27,3,pistachio,5.97
K8E9R8Z9Z8,Main Street,2021/04/27,3,vanilla,4.77
L4U9J4P9G4,Ice Cream Bazaar,2021/04/27,3,vanilla,4.77
L7L4K7O4A7,The Arcade,2021/04/27,4,blueberry,7.96
L7Q2Y7G2F7,Ice Cream Bazaar,2021/04/27,4,strawberry,6.36
L9B4Z9E4P9,Evergreen Market,2021/04/27,1,pistachio,1.99
L9Q3S9Q3Z9,Evergreen Market,2021/04/27,3,pistachio,5.97
M7W4W7T4D7,The Arcade,2021/04/27,3,blueberry,5.97
M8Q1B8D1P8,The Arcade,2021/04/27,4,pistachio,7.96
M9R8B9O8M9,Ice Cream Bazaar,2021/04/27,4,chocolate,7.96
N4I3A4I3A4,Evergreen Market,2021/04/27,2,strawberry,3.18
N4U4I4S4O4,The Arcade,2021/04/27,4,blueberry,7.96
O0P2E0B2P0,Main Street,2021/04/27,4,caramel,7.96
O1C2E1A2B1,Main Street,2021/04/27,3,vanilla,4.77
O3H7Q3Y7J3,Evergreen Market,2021/04/27,1,strawberry,1.59
P1Z3I1F3S1,Ice Cream Bazaar,2021/04/27,4,chocolate,7.96
P2L5J2X5W2,Evergreen Market,2021/04/27,3,caramel,5.97
P2M9Z2H9C2,Ice Cream Bazaar,2021/04/27,3,vanilla,4.77
Q2E7J2W7E2,Ice Cream Bazaar,2021/04/27,4,strawberry,6.36
R2W6M2I6Y2,Evergreen Market,2021/04/27,4,blueberry,7.96
R8K5L8F5W8,The Arcade,2021/04/27,1,chocolate,1.99
S6W2O6F2X6,Evergreen Market,2021/04/27,2,caramel,3.98
T3Q4V3B4T3,Evergreen Market,2021/04/27,1,vanilla,1.59
T4C1H4K1O4,Evergreen Market,2021/04/27,2,pistachio,3.98
T7A6N7M6J7,Evergreen Market,2021/04/27,3,blueberry,5.97
T9F7L9U7N9,Evergreen Market,2021/04/27,4,strawberry,6.36
U8O6O8N6O8,Main Street,2021/04/27,3,vanilla,4.77
V3K3Z3A3X3,Main Street,2021/04/27,4,strawberry,6.36
V3V3Z3H3Z3,The Arcade,2021/04/27,3,pistachio,5.97
W3F7G3V7R3,Evergreen Market,2021/04/27,2,vanilla,3.18
X1H8G1L8K1,Main Street,2021/04/27,1,vanilla,1.59
X3V8Y3A8U3,Main Street,2021/04/27,2,chocolate,3.98
X4E8F4F8U4,The Arcade,2021/04/27,1,blueberry,1.99
Y2R2C2A2H2,Main Street,2021/04/27,3,blueberry,5.97
Z2O2M2Z2Y2,Evergreen Market,2021/04/27,1,blueberry,1.99
A9B3Z9X3C9,The Arcade,2021/04/28,3,chocolate,5.97
B1O5S1V5X1,Ice Cream Bazaar,2021/04/28,1,strawberry,1.59
B4J5G4E5G4,Main Street,2021/04/28,4,strawberry,6.36
C1H8R1A8W1,Ice Cream Bazaar,2021/04/28,1,pistachio,1.99
C2T8U2R8Y2,Ice Cream Bazaar,2021/04/28,4,pistachio,7.96
D1N1F1P1K1,Main Street,2021/04/28,3,vanilla,4.77
D3P8H3N8W3,Main Street,2021/04/28,2,chocolate,3.98
D4X3I4T3O4,The Arcade,2021/04/28,4,chocolate,7.96
D4Z6O4L6Q4,Main Street,2021/04/28,2,chocolate,3.98
D8P8F8I8S8,The Arcade,2021/04/28,3,caramel,5.97
E0X9O0Q9Q0,The Arcade,2021/04/28,4,vanilla,6.36
E1T1O1Z1M1,Main Street,2021/04/28,4,vanilla,6.36
E8I0H8M0E8,Ice Cream Bazaar,2021/04/28,4,strawberry,6.36
F5C2V5W2Z5,Main Street,2021/04/28,4,strawberry,6.36
G8Q6O8N6U8,The Arcade,2021/04/28,3,blueberry,5.97
H4O8G4F8U4,The Arcade,2021/04/28,4,caramel,7.96
H9C4P9B4M9,Main Street,2021/04/28,1,pistachio,1.99
I0O0W0F0E0,Main Street,2021/04/28,1,chocolate,1.99
I7A1I7X1K7,Main Street,2021/04/28,2,chocolate,3.98
J2M5Y2E5T2,Ice Cream Bazaar,2021/04/28,2,vanilla,3.18
J5X1R5L1O5,Ice Cream Bazaar,2021/04/28,2,chocolate,3.98
K3M1D3B1K3,Ice Cream Bazaar,2021/04/28,3,blueberry,5.97
L4I2G4U2E4,Ice Cream Bazaar,2021/04/28,1,vanilla,1.59
L4T0D4O0O4,The Arcade,2021/04/28,2,blueberry,3.98
L7N6I7F6D7,Main Street,2021/04/28,1,caramel,1.99
M3H6F3S6U3,Ice Cream Bazaar,2021/04/28,3,strawberry,4.77
M6U7M6E7B6,Ice Cream Bazaar,2021/04/28,3,blueberry,5.97
M9M4Y9M4L9,Ice Cream Bazaar,2021/04/28,4,caramel,7.96
N4Q4K4U4H4,The Arcade,2021/04/28,4,chocolate,7.96
N6V6K6E6E6,The Arcade,2021/04/28,3,caramel,5.97
N8K6R8T6W8,Ice Cream Bazaar,2021/04/28,2,strawberry,3.18
O3V3N3A3V3,Main Street,2021/04/28,3,strawberry,4.77
O4D5H4N5Z4,The Arcade,2021/04/28,2,chocolate,3.98
P1G3N1Z3R1,Ice Cream Bazaar,2021/04/28,3,strawberry,4.77
Q1M4Y1C4Z1,Main Street,2021/04/28,3,strawberry,4.77
Q1W9W1K9P1,Ice Cream Bazaar,2021/04/28,4,caramel,7.96
Q2M6V2A6K2,Main Street,2021/04/28,1,vanilla,1.59
Q7A6I7K6F7,The Arcade,2021/04/28,3,pistachio,5.97
Q8Y2L8R2F8,Main Street,2021/04/28,3,caramel,5.97
R1L5K1U5H1,The Arcade,2021/04/28,1,pistachio,1.99
R8E3T8N3O8,Main Street,2021/04/28,2,blueberry,3.98
S3N8K3S8H3,Main Street,2021/04/28,4,caramel,7.96
S7K9R7I9E7,The Arcade,2021/04/28,2,vanilla,3.18
T3N3O3X3A3,Main Street,2021/04/28,4,caramel,7.96
T7D3O7R3K7,Ice Cream Bazaar,2021/04/28,3,caramel,5.97
U2Z9B2E9D2,The Arcade,2021/04/28,1,vanilla,1.59
U4J1U4Q1Y4,Evergreen Market,2021/04/28,2,caramel,3.98
U5W3D5B3C5,Main Street,2021/04/28,1,vanilla,1.59
V4E0K4S0O4,The Arcade,2021/04/28,1,caramel,1.99
V4L8W4N8T4,Main Street,2021/04/28,4,blueberry,7.96
V6Q5X6D5F6,Evergreen Market,2021/04/28,3,strawberry,4.77
V7U4A7J4B7,Evergreen Market,2021/04/28,1,caramel,1.99
W5A1W5D1S5,Main Street,2021/04/28,4,blueberry,7.96
X4L4S4R4G4,Ice Cream Bazaar,2021/04/28,3,pistachio,5.97
X6A0D6A0S6,Evergreen Market,2021/04/28,2,blueberry,3.98
X6I3R6Z3Q6,Evergreen Market,2021/04/28,4,strawberry,6.36
X6Q3O6U3S6,Main Street,2021/04/28,4,blueberry,7.96
Y5I0W5S0G5,Ice Cream Bazaar,2021/04/28,2,blueberry,3.98
Y6C6R6V6O6,Ice Cream Bazaar,2021/04/28,4,blueberry,7.96
Z0Z9E0P9P0,The Arcade,2021/04/28,3,strawberry,4.77
A4O4S4Q4C4,The Arcade,2021/04/29,1,vanilla,1.59
A6X7M6Z7F6,Main Street,2021/04/29,1,vanilla,1.59
B5H6E5D6E5,Ice Cream Bazaar,2021/04/29,1,caramel,1.99
B9R1C9J1N9,Evergreen Market,2021/04/29,1,vanilla,1.59
D0R4Q0W4G0,The Arcade,2021/04/29,4,vanilla,6.36
D3X5K3Y5U3,Main Street,2021/04/29,2,vanilla,3.18
D4O2U4R2I4,Evergreen Market,2021/04/29,2,blueberry,3.98
E9U5P9R5B9,Evergreen Market,2021/04/29,3,strawberry,4.77
F0L1Z0Y1R0,Ice Cream Bazaar,2021/04/29,3,pistachio,5.97
F3X0U3T0J3,Main Street,2021/04/29,2,chocolate,3.98
F6D6T6K6Y6,Ice Cream Bazaar,2021/04/29,2,caramel,3.98
F8F9D8L9B8,Ice Cream Bazaar,2021/04/29,2,blueberry,3.98
G2A5H2M5H2,Ice Cream Bazaar,2021/04/29,1,caramel,1.99
G8E2Z8N2N8,Main Street,2021/04/29,3,pistachio,5.97
H3X6I3S6Q3,Ice Cream Bazaar,2021/04/29,3,strawberry,4.77
H4R1D4K1Q4,Ice Cream Bazaar,2021/04/29,2,strawberry,3.18
I5H2F5I2I5,The Arcade,2021/04/29,1,blueberry,1.99
J1C7G1E7U1,Main Street,2021/04/29,3,caramel,5.97
J1V5T1V5T1,Ice Cream Bazaar,2021/04/29,1,pistachio,1.99
K7P9E7H9L7,Ice Cream Bazaar,2021/04/29,3,blueberry,5.97
L4H4N4V4C4,Main Street,2021/04/29,2,caramel,3.98
L4U5G4I5P4,The Arcade,2021/04/29,2,pistachio,3.98
M2L1R2Z1W2,Ice Cream Bazaar,2021/04/29,4,pistachio,7.96
M2M9I2U9Z2,Ice Cream Bazaar,2021/04/29,4,pistachio,7.96
M3M2H3G2D3,The Arcade,2021/04/29,3,pistachio,5.97
M4E7W4M7S4,Main Street,2021/04/29,2,vanilla,3.18
M4Q4J4G4J4,Evergreen Market,2021/04/29,3,pistachio,5.97
N1D9Y1W9Q1,Main Street,2021/04/29,3,vanilla,4.77
O6L5L6S5L6,The Arcade,2021/04/29,2,vanilla,3.18
O6V5V6H5C6,Ice Cream Bazaar,2021/04/29,1,chocolate,1.99
O7E2M7G2V7,The Arcade,2021/04/29,1,strawberry,1.59
O7R6K7C6A7,The Arcade,2021/04/29,4,caramel,7.96
P4Q5S4C5Z4,The Arcade,2021/04/29,3,strawberry,4.77
P8G0K8S0P8,Evergreen Market,2021/04/29,4,caramel,7.96
P8U9Q8Z9L8,Ice Cream Bazaar,2021/04/29,3,chocolate,5.97
Q4A3K4P3L4,The Arcade,2021/04/29,3,strawberry,4.77
Q9T2A9D2V9,The Arcade,2021/04/29,4,strawberry,6.36
R2F9L2R9D2,Evergreen Market,2021/04/29,2,caramel,3.98
R2Z8E2N8V2,Main Street,2021/04/29,4,pistachio,7.96
R3L7J3Q7O3,Main Street,2021/04/29,2,pistachio,3.98
R4K5Y4R5Q4,Evergreen Market,2021/04/29,1,strawberry,1.59
R6X7P6S7E6,Evergreen Market,2021/04/29,2,vanilla,3.18
S4T3E4B3O4,Main Street,2021/04/29,1,blueberry,1.99
T0I6Q0Z6N0,Evergreen Market,2021/04/29,1,caramel,1.99
T5O1C5Z1O5,Ice Cream Bazaar,2021/04/29,1,vanilla,1.59
T6S8U6E8S6,Main Street,2021/04/29,4,vanilla,6.36
U5U5W5N5O5,The Arcade,2021/04/29,4,caramel,7.96
U8E8S8M8V8,Ice Cream Bazaar,2021/04/29,1,chocolate,1.99
W0U6F0C6G0,The Arcade,2021/04/29,4,strawberry,6.36
W8G7S8O7R8,The Arcade,2021/04/29,2,caramel,3.98
X4E7F4B7Z4,Evergreen Market,2021/04/29,1,caramel,1.99
Y0S5R0L5C0,The Arcade,2021/04/29,1,chocolate,1.99
Y5F8T5T8A5,The Arcade,2021/04/29,3,strawberry,4.77
Y5R9M5E9I5,Ice Cream Bazaar,2021/04/29,3,vanilla,4.77
Y7M7N7C7H7,The Arcade,2021/04/29,4,vanilla,6.36
Z1C1C1I1E1,Evergreen Market,2021/04/29,2,pistachio,3.98
Z4I7L4X7Q4,The Arcade,2021/04/29,3,chocolate,5.97
A0K3G0S3Z0,Evergreen Market,2021/04/30,4,caramel,7.96
A3K8I3K8K3,The Arcade,2021/04/30,3,blueberry,5.97
A4X4O4J4Y4,The Arcade,2021/04/30,4,strawberry,6.36
A6Y4A6I4J6,Ice Cream Bazaar,2021/04/30,3,caramel,5.97
B2V1D2B1F2,The Arcade,2021/04/30,3,strawberry,4.77
B4B3X4X3R4,Evergreen Market,2021/04/30,3,chocolate,5.97
C0N1W0D1H0,The Arcade,2021/04/30,1,pistachio,1.99
C0Y0J0X0F0,The Arcade,2021/04/30,2,caramel,3.98
C5A3Z5R3Y5,The Arcade,2021/04/30,4,caramel,7.96
D0L0N0G0Q0,Main Street,2021/04/30,3,pistachio,5.97
D2W4Y2F4B2,Evergreen Market,2021/04/30,2,pistachio,3.98
E0F0R0I0M0,Ice Cream Bazaar,2021/04/30,3,blueberry,5.97
E5W4X5A4M5,Main Street,2021/04/30,1,pistachio,1.99
E5W8J5Q8G5,Evergreen Market,2021/04/30,3,strawberry,4.77
E7N2W7E2F7,Main Street,2021/04/30,3,caramel,5.97
F4I0F4U0A4,The Arcade,2021/04/30,2,blueberry,3.98
F4V1D4Q1B4,Evergreen Market,2021/04/30,4,caramel,7.96
F5A1Z5Y1U5,Ice Cream Bazaar,2021/04/30,4,caramel,7.96
F6S4P6Y4H6,The Arcade,2021/04/30,2,vanilla,3.18
F6S4P6Y4H6,The Arcade,2021/04/30,4,chocolate,7.96
G4L3L4A3U4,Main Street,2021/04/30,1,caramel,1.99
G8S8G8C8U8,The Arcade,2021/04/30,4,pistachio,7.96
H2B4R2V4F2,The Arcade,2021/04/30,1,caramel,1.99
H3Q5D3D5U3,The Arcade,2021/04/30,4,blueberry,7.96
H6S1M6F1K6,Ice Cream Bazaar,2021/04/30,1,chocolate,1.99
H6X8U6F8D6,Main Street,2021/04/30,2,strawberry,3.18
I4O5N4N5D4,The Arcade,2021/04/30,2,blueberry,3.98
I5C6J5U6F5,The Arcade,2021/04/30,4,pistachio,7.96
I7M6T7E6V7,Evergreen Market,2021/04/30,2,vanilla,3.18
I8T5Z8F5W8,Evergreen Market,2021/04/30,1,pistachio,1.99
J1M6U1Z6B1,Ice Cream Bazaar,2021/04/30,1,caramel,1.99
J2X1H2Z1A2,Main Street,2021/04/30,2,pistachio,3.98
K4F6N4V6W4,Evergreen Market,2021/04/30,3,vanilla,4.77
L3X7M3I7K3,Evergreen Market,2021/04/30,3,caramel,5.97
L8N8W8P8O8,The Arcade,2021/04/30,3,caramel,5.97
M1M8G1G8Q1,Ice Cream Bazaar,2021/04/30,4,blueberry,7.96
M2A4R2Y4R2,Evergreen Market,2021/04/30,3,chocolate,5.97
M4U0T4G0M4,Main Street,2021/04/30,1,blueberry,1.99
M8D7X8F7Z8,Ice Cream Bazaar,2021/04/30,4,vanilla,6.36
N5C8R5J8L5,Evergreen Market,2021/04/30,1,vanilla,1.59
O1I7T1X7T1,The Arcade,2021/04/30,2,strawberry,3.18
O7U7S7F7X7,Evergreen Market,2021/04/30,3,caramel,5.97
P0V2K0N2Z0,The Arcade,2021/04/30,4,vanilla,6.36
P6I8W6V8P6,Evergreen Market,2021/04/30,1,chocolate,1.99
Q5O6V5J6U5,Main Street,2021/04/30,3,caramel,5.97
Q7C9O7W9R7,Ice Cream Bazaar,2021/04/30,3,pistachio,5.97
Q9A1R9S1U9,Evergreen Market,2021/04/30,3,chocolate,5.97
R3Z0N3R0O3,The Arcade,2021/04/30,1,vanilla,1.59
R8H7Y8E7A8,Evergreen Market,2021/04/30,2,strawberry,3.18
R9E9O9Y9C9,Main Street,2021/04/30,4,blueberry,7.96
S8D5W8E5S8,Ice Cream Bazaar,2021/04/30,4,caramel,7.96
T2T6K2A6Z2,The Arcade,2021/04/30,4,pistachio,7.96
T2U2M2V2G2,Ice Cream Bazaar,2021/04/30,3,blueberry,5.97
T3Y8T3E8Z3,Ice Cream Bazaar,2021/04/30,3,blueberry,5.97
T5S4A5S4P5,Main Street,2021/04/30,3,chocolate,5.97
T8S3K8Y3S8,Ice Cream Bazaar,2021/04/30,1,chocolate,1.99
U6V9P6C9H6,Ice Cream Bazaar,2021/04/30,2,chocolate,3.98
U8C1T8W1C8,The Arcade,2021/04/30,1,caramel,1.99
V2E8Y2B8W2,Evergreen Market,2021/04/30,4,vanilla,6.36
V7S9S7V9Q7,Main Street,2021/04/30,4,blueberry,7.96
V8B3L8X3K8,Evergreen Market,2021/04/30,3,vanilla,4.77
W4S2H4S2A4,Evergreen Market,2021/04/30,2,caramel,3.98
Y7P2O7X2K7,The Arcade,2021/04/30,2,strawberry,3.18
Z6M0X6D0Y6,Evergreen Market,2021/04/30,4,chocolate,7.96
Z8Z4H8C4K8,Ice Cream Bazaar,2021/04/30,1,blueberry,1.99
A5C2Z5H2Y5,The Arcade,2021/05/01,2,pistachio,3.98
A6F3E6W3U6,The Arcade,2021/05/01,4,blueberry,7.96
A7W6V7U6A7,Main Street,2021/05/01,3,blueberry,5.97
B1V0V1D0Q1,Ice Cream Bazaar,2021/05/01,1,strawberry,1.59
B3L2Z3H2R3,Main Street,2021/05/01,1,strawberry,1.59
B7U0R7V0W7,Evergreen Market,2021/05/01,4,chocolate,7.96
B8Y3R8X3C8,Main Street,2021/05/01,1,blueberry,1.99
C9T2A9Z2X9,Evergreen Market,2021/05/01,1,blueberry,1.99
D2L9W2U9Z2,The Arcade,2021/05/01,3,vanilla,4.77
D3G3Z3A3Q3,Main Street,2021/05/01,4,chocolate,7.96
D3N2H3Y2H3,Main Street,2021/05/01,4,caramel,7.96
D7N1L7T1W7,The Arcade,2021/05/01,4,strawberry,6.36
D7U4X7R4C7,Ice Cream Bazaar,2021/05/01,1,caramel,1.99
E3W4I3T4Z3,Ice Cream Bazaar,2021/05/01,4,vanilla,6.36
E4R1D4Q1G4,Main Street,2021/05/01,3,vanilla,4.77
E7J1C7K1B7,Evergreen Market,2021/05/01,2,chocolate,3.98
E8K8V8O8P8,Ice Cream Bazaar,2021/05/01,4,caramel,7.96
E9H7M9K7J9,Ice Cream Bazaar,2021/05/01,1,pistachio,1.99
E9O0F9E0I9,The Arcade,2021/05/01,2,strawberry,3.18
